date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:30:25	805233/805233	---M--	200	added ('OK')	image/png	date:Sun,%2013%20Nov%202022%2014:51:15%20GMT	https://cdn.shopify.com/s/files/1/0655/0211/8122/files/Awoken_Dreams_White_With_Black_Outline_Logo_Design.png?v=1662398615	C:/Users/Z%20rb/Desktop/si/prueba/cdn.shopify.com/s/files/1/0655/0211/8122/files/Awoken_Dreams_White_With_Black_Outline_Logo_Design1455.png	(from https://awokendreams.shop/)
14:30:27	55472/55472	---MCZ	200	added ('OK')	application/atom+xml	etag:cacheable:5720d925744853f8d2d512853be6a22b	https://awokendreams.shop/collections/all.atom	C:/Users/Z%20rb/Desktop/si/prueba/awokendreams.shop/collections/all.atom	(from https://awokendreams.shop/collections/all)
14:30:27	127437/127437	---MCZ	200	added ('OK')	text/html	etag:cacheable:1239fc613d93a69176dddf0791cadb77	https://awokendreams.shop/collections/all?page=2	C:/Users/Z%20rb/Desktop/si/prueba/awokendreams.shop/collections/all4658.html	(from https://awokendreams.shop/collections/all)
14:30:28	67136/67136	---MCZ	404	error ('Not%20Found')	text/html	etag:cacheable:834594d572ea688fbbaa4f457751ea8d	https://awokendreams.shop/collections/POST	C:/Users/Z%20rb/Desktop/si/prueba/awokendreams.shop/collections/POST	(from https://awokendreams.shop/collections/all)
14:30:29	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2013:30:21%20GMT	http://cdn.shopify.com/s/files/1/0505/5686/2629/files/Awoken_Dreams_White_With_Black_Outline_Logo_Design_300x300.png?v=1662422657	C:/Users/Z%20rb/Desktop/si/prueba/cdn.shopify.com/s/files/1/0505/5686/2629/files/Awoken_Dreams_White_With_Black_Outline_Logo_Design_300x300171a.png	(from https://awokendreams.shop/collections/all)
14:30:29	4533901/4533901	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Nov%202022%2013:30:19%20GMT	https://cdn.shopify.com/s/files/1/0655/0211/8122/files/Screen_Shot_2022-09-05_at_10.28.54_AM.png?v=1662410763	C:/Users/Z%20rb/Desktop/si/prueba/cdn.shopify.com/s/files/1/0655/0211/8122/files/Screen_Shot_2022-09-05_at_10.28.54_AM2fbf.png	(from https://cdn.shopify.com/s/files/1/0505/5686/2629/t/3/assets/theme.css?v=38805199611776753601662422526)
14:30:31	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2013:30:23%20GMT	http://cdn.shopify.com/s/files/1/0505/5686/2629/files/Awoken_Dreams_White_With_Black_Outline_Logo_Design_220x.png?v=1662422657	C:/Users/Z%20rb/Desktop/si/prueba/cdn.shopify.com/s/files/1/0505/5686/2629/files/Awoken_Dreams_White_With_Black_Outline_Logo_Design_220x171a.png	(from https://awokendreams.shop/collections/all)
14:30:31	69273/69273	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Nov%202022%2013:30:23%20GMT	https://cdn.shopify.com/s/files/1/0505/5686/2629/files/Awoken_Dreams_White_With_Black_Outline_Logo_Design_300x300.png?v=1662422657	C:/Users/Z%20rb/Desktop/si/prueba/cdn.shopify.com/s/files/1/0505/5686/2629/files/Awoken_Dreams_White_With_Black_Outline_Logo_Design_300x300171a.png	(from https://awokendreams.shop/collections/all)
14:30:32	45862/45862	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Nov%202022%2013:30:25%20GMT	https://cdn.shopify.com/s/files/1/0505/5686/2629/files/Awoken_Dreams_White_With_Black_Outline_Logo_Design_220x.png?v=1662422657	C:/Users/Z%20rb/Desktop/si/prueba/cdn.shopify.com/s/files/1/0505/5686/2629/files/Awoken_Dreams_White_With_Black_Outline_Logo_Design_220x171a.png	(from https://awokendreams.shop/collections/all)
14:30:32	69043/69043	---MCZ	200	added ('OK')	text/html	etag:cacheable:40fe5fb906a8dbb67895c1dc27e18b42	https://awokendreams.shop/blogs/news	C:/Users/Z%20rb/Desktop/si/prueba/awokendreams.shop/blogs/news.html	(from https://awokendreams.shop/collections/all)
14:30:32	69276/69276	---MCZ	200	added ('OK')	text/html	etag:cacheable:d370fc990e2010c9797aec6edf8c5edb	https://awokendreams.shop/account/login	C:/Users/Z%20rb/Desktop/si/prueba/awokendreams.shop/account/login.html	(from https://awokendreams.shop/collections/all)
14:30:33	70939/70939	---MCZ	200	added ('OK')	text/html	etag:cacheable:416c3b713b2cb270cba066e1b8d1b81f	https://awokendreams.shop/cart	C:/Users/Z%20rb/Desktop/si/prueba/awokendreams.shop/cart.html	(from https://awokendreams.shop/collections/all)
14:30:33	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2013:30:26%20GMT	http://cdn.shopify.com/s/files/1/0505/5686/2629/products/image_8f0c612f-7aeb-4646-92e5-602453cdc17c_{width}x.png?v=1662486393	C:/Users/Z%20rb/Desktop/si/prueba/cdn.shopify.com/s/files/1/0505/5686/2629/products/image_8f0c612f-7aeb-4646-92e5-602453cdc17c_{width}x604c.png	(from https://awokendreams.shop/collections/all)
14:30:33	92400/92400	---MCZ	200	added ('OK')	text/html	etag:cacheable:540f465e543272473caf2d1d4bc5aeff	https://awokendreams.shop/products/brown-shorts	C:/Users/Z%20rb/Desktop/si/prueba/awokendreams.shop/products/brown-shorts.html	(from https://awokendreams.shop/collections/all)
14:30:34	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2016%20Nov%202022%2013:30:27%20GMT	https://cdn.shopify.com/s/files/1/0505/5686/2629/products/image_8f0c612f-7aeb-4646-92e5-602453cdc17c_{width}x.png?v=1662486393	C:/Users/Z%20rb/Desktop/si/prueba/cdn.shopify.com/s/files/1/0505/5686/2629/products/image_8f0c612f-7aeb-4646-92e5-602453cdc17c_{width}x604c.png	(from https://awokendreams.shop/collections/all)
14:30:34	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2013:30:27%20GMT	http://cdn.shopify.com/s/files/1/0505/5686/2629/products/image_8f0c612f-7aeb-4646-92e5-602453cdc17c_345x345@2x.png?v=1662486393	C:/Users/Z%20rb/Desktop/si/prueba/cdn.shopify.com/s/files/1/0505/5686/2629/products/image_8f0c612f-7aeb-4646-92e5-602453cdc17c_345x345@2x604c.png	(from https://awokendreams.shop/collections/all)
14:30:35	370159/370159	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Nov%202022%2013:30:28%20GMT	https://cdn.shopify.com/s/files/1/0505/5686/2629/products/image_8f0c612f-7aeb-4646-92e5-602453cdc17c_345x345@2x.png?v=1662486393	C:/Users/Z%20rb/Desktop/si/prueba/cdn.shopify.com/s/files/1/0505/5686/2629/products/image_8f0c612f-7aeb-4646-92e5-602453cdc17c_345x345@2x604c.png	(from https://awokendreams.shop/collections/all)
14:30:36	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2013:30:28%20GMT	http://cdn.shopify.com/s/files/1/0505/5686/2629/products/image_9d63de11-f645-4e47-ad89-7767541da57e_{width}x.png?v=1662659704	C:/Users/Z%20rb/Desktop/si/prueba/cdn.shopify.com/s/files/1/0505/5686/2629/products/image_9d63de11-f645-4e47-ad89-7767541da57e_{width}x3172.png	(from https://awokendreams.shop/collections/all)
14:30:36	92207/92207	---MCZ	200	added ('OK')	text/html	etag:cacheable:7ec571e9f0abc0b466a0dac75024f2da	https://awokendreams.shop/products/carpet-shorts	C:/Users/Z%20rb/Desktop/si/prueba/awokendreams.shop/products/carpet-shorts.html	(from https://awokendreams.shop/collections/all)
14:30:36	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2016%20Nov%202022%2013:30:29%20GMT	https://cdn.shopify.com/s/files/1/0505/5686/2629/products/image_9d63de11-f645-4e47-ad89-7767541da57e_{width}x.png?v=1662659704	C:/Users/Z%20rb/Desktop/si/prueba/cdn.shopify.com/s/files/1/0505/5686/2629/products/image_9d63de11-f645-4e47-ad89-7767541da57e_{width}x3172.png	(from https://awokendreams.shop/collections/all)
14:30:37	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2013:30:30%20GMT	http://cdn.shopify.com/s/files/1/0505/5686/2629/products/image_9d63de11-f645-4e47-ad89-7767541da57e_345x345@2x.png?v=1662659704	C:/Users/Z%20rb/Desktop/si/prueba/cdn.shopify.com/s/files/1/0505/5686/2629/products/image_9d63de11-f645-4e47-ad89-7767541da57e_345x345@2x3172.png	(from https://awokendreams.shop/collections/all)
14:30:38	604370/604370	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Nov%202022%2013:30:30%20GMT	https://cdn.shopify.com/s/files/1/0505/5686/2629/products/image_9d63de11-f645-4e47-ad89-7767541da57e_345x345@2x.png?v=1662659704	C:/Users/Z%20rb/Desktop/si/prueba/cdn.shopify.com/s/files/1/0505/5686/2629/products/image_9d63de11-f645-4e47-ad89-7767541da57e_345x345@2x3172.png	(from https://awokendreams.shop/collections/all)
14:30:39	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2013:30:31%20GMT	http://cdn.shopify.com/s/files/1/0505/5686/2629/products/image_53fcdffa-5070-4942-874b-f956d2a45446_{width}x.png?v=1662487353	C:/Users/Z%20rb/Desktop/si/prueba/cdn.shopify.com/s/files/1/0505/5686/2629/products/image_53fcdffa-5070-4942-874b-f956d2a45446_{width}xd60f.png	(from https://awokendreams.shop/collections/all)
14:30:39	92448/92448	---MCZ	200	added ('OK')	text/html	etag:cacheable:9e52ba4faaf12cfbad03accdeedb571c	https://awokendreams.shop/products/cheetah-mesh-shorts	C:/Users/Z%20rb/Desktop/si/prueba/awokendreams.shop/products/cheetah-mesh-shorts.html	(from https://awokendreams.shop/collections/all)
14:30:39	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2016%20Nov%202022%2013:30:32%20GMT	https://cdn.shopify.com/s/files/1/0505/5686/2629/products/image_53fcdffa-5070-4942-874b-f956d2a45446_{width}x.png?v=1662487353	C:/Users/Z%20rb/Desktop/si/prueba/cdn.shopify.com/s/files/1/0505/5686/2629/products/image_53fcdffa-5070-4942-874b-f956d2a45446_{width}xd60f.png	(from https://awokendreams.shop/collections/all)
14:30:40	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2013:30:33%20GMT	http://cdn.shopify.com/s/files/1/0505/5686/2629/products/image_53fcdffa-5070-4942-874b-f956d2a45446_345x345@2x.png?v=1662487353	C:/Users/Z%20rb/Desktop/si/prueba/cdn.shopify.com/s/files/1/0505/5686/2629/products/image_53fcdffa-5070-4942-874b-f956d2a45446_345x345@2xd60f.png	(from https://awokendreams.shop/collections/all)
14:30:40	524922/524922	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Nov%202022%2013:30:33%20GMT	https://cdn.shopify.com/s/files/1/0505/5686/2629/products/image_53fcdffa-5070-4942-874b-f956d2a45446_345x345@2x.png?v=1662487353	C:/Users/Z%20rb/Desktop/si/prueba/cdn.shopify.com/s/files/1/0505/5686/2629/products/image_53fcdffa-5070-4942-874b-f956d2a45446_345x345@2xd60f.png	(from https://awokendreams.shop/collections/all)
14:30:42	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2013:30:34%20GMT	http://cdn.shopify.com/s/files/1/0505/5686/2629/products/image_10183e8c-6ae6-40cc-887f-344510301960_{width}x.png?v=1662579568	C:/Users/Z%20rb/Desktop/si/prueba/cdn.shopify.com/s/files/1/0505/5686/2629/products/image_10183e8c-6ae6-40cc-887f-344510301960_{width}xed24.png	(from https://awokendreams.shop/collections/all)
14:30:42	92451/92451	---MCZ	200	added ('OK')	text/html	etag:cacheable:606dfb41ee9fb3ff5b0c7341ef258b2e	https://awokendreams.shop/products/coral-basic-shorts	C:/Users/Z%20rb/Desktop/si/prueba/awokendreams.shop/products/coral-basic-shorts.html	(from https://awokendreams.shop/collections/all)
14:30:42	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2016%20Nov%202022%2013:30:35%20GMT	https://cdn.shopify.com/s/files/1/0505/5686/2629/products/image_10183e8c-6ae6-40cc-887f-344510301960_{width}x.png?v=1662579568	C:/Users/Z%20rb/Desktop/si/prueba/cdn.shopify.com/s/files/1/0505/5686/2629/products/image_10183e8c-6ae6-40cc-887f-344510301960_{width}xed24.png	(from https://awokendreams.shop/collections/all)
14:30:43	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2013:30:36%20GMT	http://cdn.shopify.com/s/files/1/0505/5686/2629/products/image_10183e8c-6ae6-40cc-887f-344510301960_345x345@2x.png?v=1662579568	C:/Users/Z%20rb/Desktop/si/prueba/cdn.shopify.com/s/files/1/0505/5686/2629/products/image_10183e8c-6ae6-40cc-887f-344510301960_345x345@2xed24.png	(from https://awokendreams.shop/collections/all)
14:30:43	374669/374669	---M--	200	added ('OK')	image/png	date:Tue,%2015%20Nov%202022%2019:59:43%20GMT	https://cdn.shopify.com/s/files/1/0505/5686/2629/products/image_10183e8c-6ae6-40cc-887f-344510301960_345x345@2x.png?v=1662579568	C:/Users/Z%20rb/Desktop/si/prueba/cdn.shopify.com/s/files/1/0505/5686/2629/products/image_10183e8c-6ae6-40cc-887f-344510301960_345x345@2xed24.png	(from https://awokendreams.shop/collections/all)
14:30:44	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2013:30:36%20GMT	http://cdn.shopify.com/s/files/1/0505/5686/2629/products/image_e53b9e87-211a-4d36-b0c8-b8bea5387279_{width}x.png?v=1662577416	C:/Users/Z%20rb/Desktop/si/prueba/cdn.shopify.com/s/files/1/0505/5686/2629/products/image_e53b9e87-211a-4d36-b0c8-b8bea5387279_{width}xac9c.png	(from https://awokendreams.shop/collections/all)
14:30:44	92483/92483	---MCZ	200	added ('OK')	text/html	etag:cacheable:116217157b6c01617151a9979632c251	https://awokendreams.shop/products/cotton-candy-shorts	C:/Users/Z%20rb/Desktop/si/prueba/awokendreams.shop/products/cotton-candy-shorts.html	(from https://awokendreams.shop/collections/all)
14:30:44	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2016%20Nov%202022%2013:30:37%20GMT	https://cdn.shopify.com/s/files/1/0505/5686/2629/products/image_e53b9e87-211a-4d36-b0c8-b8bea5387279_{width}x.png?v=1662577416	C:/Users/Z%20rb/Desktop/si/prueba/cdn.shopify.com/s/files/1/0505/5686/2629/products/image_e53b9e87-211a-4d36-b0c8-b8bea5387279_{width}xac9c.png	(from https://awokendreams.shop/collections/all)
14:30:44	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2013:30:37%20GMT	http://cdn.shopify.com/s/files/1/0505/5686/2629/products/image_e53b9e87-211a-4d36-b0c8-b8bea5387279_345x345@2x.png?v=1662577416	C:/Users/Z%20rb/Desktop/si/prueba/cdn.shopify.com/s/files/1/0505/5686/2629/products/image_e53b9e87-211a-4d36-b0c8-b8bea5387279_345x345@2xac9c.png	(from https://awokendreams.shop/collections/all)
14:30:45	360864/360864	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Nov%202022%2013:30:38%20GMT	https://cdn.shopify.com/s/files/1/0505/5686/2629/products/image_e53b9e87-211a-4d36-b0c8-b8bea5387279_345x345@2x.png?v=1662577416	C:/Users/Z%20rb/Desktop/si/prueba/cdn.shopify.com/s/files/1/0505/5686/2629/products/image_e53b9e87-211a-4d36-b0c8-b8bea5387279_345x345@2xac9c.png	(from https://awokendreams.shop/collections/all)
14:30:46	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2013:30:38%20GMT	http://cdn.shopify.com/s/files/1/0505/5686/2629/products/image_f2cb7b99-36a7-4dd4-9e79-cc65f938a001_{width}x.png?v=1662580189	C:/Users/Z%20rb/Desktop/si/prueba/cdn.shopify.com/s/files/1/0505/5686/2629/products/image_f2cb7b99-36a7-4dd4-9e79-cc65f938a001_{width}x60bf.png	(from https://awokendreams.shop/collections/all)
14:30:46	92439/92439	---MCZ	200	added ('OK')	text/html	etag:cacheable:da230d4d8c59bb26b25ee5cabbd8b515	https://awokendreams.shop/products/cream-rug-shorts	C:/Users/Z%20rb/Desktop/si/prueba/awokendreams.shop/products/cream-rug-shorts.html	(from https://awokendreams.shop/collections/all)
14:30:46	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2016%20Nov%202022%2013:30:39%20GMT	https://cdn.shopify.com/s/files/1/0505/5686/2629/products/image_f2cb7b99-36a7-4dd4-9e79-cc65f938a001_{width}x.png?v=1662580189	C:/Users/Z%20rb/Desktop/si/prueba/cdn.shopify.com/s/files/1/0505/5686/2629/products/image_f2cb7b99-36a7-4dd4-9e79-cc65f938a001_{width}x60bf.png	(from https://awokendreams.shop/collections/all)
14:30:47	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2013:30:40%20GMT	http://cdn.shopify.com/s/files/1/0505/5686/2629/products/image_f2cb7b99-36a7-4dd4-9e79-cc65f938a001_345x345@2x.png?v=1662580189	C:/Users/Z%20rb/Desktop/si/prueba/cdn.shopify.com/s/files/1/0505/5686/2629/products/image_f2cb7b99-36a7-4dd4-9e79-cc65f938a001_345x345@2x60bf.png	(from https://awokendreams.shop/collections/all)
14:30:47	539598/539598	---M--	200	added ('OK')	image/png	date:Tue,%2015%20Nov%202022%2019:59:52%20GMT	https://cdn.shopify.com/s/files/1/0505/5686/2629/products/image_f2cb7b99-36a7-4dd4-9e79-cc65f938a001_345x345@2x.png?v=1662580189	C:/Users/Z%20rb/Desktop/si/prueba/cdn.shopify.com/s/files/1/0505/5686/2629/products/image_f2cb7b99-36a7-4dd4-9e79-cc65f938a001_345x345@2x60bf.png	(from https://awokendreams.shop/collections/all)
14:30:48	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2013:30:40%20GMT	http://cdn.shopify.com/s/files/1/0505/5686/2629/products/image_22a62b70-4015-4c78-bf54-a4a74cb3cf83_{width}x.png?v=1662579420	C:/Users/Z%20rb/Desktop/si/prueba/cdn.shopify.com/s/files/1/0505/5686/2629/products/image_22a62b70-4015-4c78-bf54-a4a74cb3cf83_{width}xb3bb.png	(from https://awokendreams.shop/collections/all)
14:30:48	92877/92877	---MCZ	200	added ('OK')	text/html	etag:cacheable:3dcffb3a686f3cecf5baa4cc351e78e2	https://awokendreams.shop/products/cream-maroon-basic-shorts	C:/Users/Z%20rb/Desktop/si/prueba/awokendreams.shop/products/cream-maroon-basic-shorts.html	(from https://awokendreams.shop/collections/all)
14:30:48	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2016%20Nov%202022%2013:30:41%20GMT	https://cdn.shopify.com/s/files/1/0505/5686/2629/products/image_22a62b70-4015-4c78-bf54-a4a74cb3cf83_{width}x.png?v=1662579420	C:/Users/Z%20rb/Desktop/si/prueba/cdn.shopify.com/s/files/1/0505/5686/2629/products/image_22a62b70-4015-4c78-bf54-a4a74cb3cf83_{width}xb3bb.png	(from https://awokendreams.shop/collections/all)
14:30:49	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2013:30:42%20GMT	http://cdn.shopify.com/s/files/1/0505/5686/2629/products/image_22a62b70-4015-4c78-bf54-a4a74cb3cf83_345x345@2x.png?v=1662579420	C:/Users/Z%20rb/Desktop/si/prueba/cdn.shopify.com/s/files/1/0505/5686/2629/products/image_22a62b70-4015-4c78-bf54-a4a74cb3cf83_345x345@2xb3bb.png	(from https://awokendreams.shop/collections/all)
14:30:49	350395/350395	---M--	200	added ('OK')	image/png	date:Tue,%2015%20Nov%202022%2019:59:56%20GMT	https://cdn.shopify.com/s/files/1/0505/5686/2629/products/image_22a62b70-4015-4c78-bf54-a4a74cb3cf83_345x345@2x.png?v=1662579420	C:/Users/Z%20rb/Desktop/si/prueba/cdn.shopify.com/s/files/1/0505/5686/2629/products/image_22a62b70-4015-4c78-bf54-a4a74cb3cf83_345x345@2xb3bb.png	(from https://awokendreams.shop/collections/all)
14:30:50	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2013:30:42%20GMT	http://cdn.shopify.com/s/files/1/0505/5686/2629/products/image_5edc86f5-69bb-417f-9cd5-f46b3899e887_{width}x.png?v=1662486327	C:/Users/Z%20rb/Desktop/si/prueba/cdn.shopify.com/s/files/1/0505/5686/2629/products/image_5edc86f5-69bb-417f-9cd5-f46b3899e887_{width}xc364.png	(from https://awokendreams.shop/collections/all)
14:30:50	92322/92322	---MCZ	200	added ('OK')	text/html	etag:cacheable:37df73c56357ee7439e857099d1a05fc	https://awokendreams.shop/products/cream-shorts	C:/Users/Z%20rb/Desktop/si/prueba/awokendreams.shop/products/cream-shorts.html	(from https://awokendreams.shop/collections/all)
14:30:50	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2016%20Nov%202022%2013:30:43%20GMT	https://cdn.shopify.com/s/files/1/0505/5686/2629/products/image_5edc86f5-69bb-417f-9cd5-f46b3899e887_{width}x.png?v=1662486327	C:/Users/Z%20rb/Desktop/si/prueba/cdn.shopify.com/s/files/1/0505/5686/2629/products/image_5edc86f5-69bb-417f-9cd5-f46b3899e887_{width}xc364.png	(from https://awokendreams.shop/collections/all)
